"Submission ID","Respondent ID","Submitted at","uuid","session_id","session_duration","subject","Respondent's country","how was your sesh with Professor Curious fr?","what made you call the Prof.?","what didn’t work for you with the Prof.?","what actually helped you the most? 🔥","what do you think we could do better?","Anything here that low-key had you confused or stressed?","How well did the whiteboard work for you today?"
"Me9O2z8","b5O15pE","2026-03-02 16:17:47","24b1d692ba984b66aa2df665f6176eec","c824ef5d4d364c4dbfa08a29580dd817","0","Any subject","United States of America","5","😌 to just chill + study","","Math","Math","",""
"Npe078b","2Er9LpA","2026-03-02 17:37:05","67fb1aac0c2c4bcbb680d99e5486013e","7a44ea0c755145e483dde0c93ffb94a5","22","Unknown","United States of America","5","📝 to do homework","","When breaking down something I really need someone to break it down to like a childlike level kinda but not like a childlike level for my brain of process took me a while to understand but now I do so it’s it’s great","Make it free","",""
"68XvdMo","QK0lq8Y","2026-03-03 01:40:33","c422eb340631457daaa97ef4555790b1","ed21bffa8a5e4dbd897741fad8db8476","7","Unknown","United States of America","5","📚 to learn","","He knew ecaclty what i wanted","Nothing","",""
"KYqDP0K","Me5pxPM","2026-03-03 02:22:48","3334b93e77664b2489ac13645ef40600","759fc73fa5ff47a1b0d93b4f82ffba54","4","Any subject","United States of America","5","⚡ to get quick help (answer/explanation)","","The step by step","Nothing yet","",""
"b50rQWo","OD0NQVk","2026-03-03 04:21:25","61f73e428c2c4332a9ffb7317c731aee","8bf8ab3e5dd34c1088cdabe5794d1009","5","Any subject","India","4","⚡ to get quick help (answer/explanation)","","Language issue plz provide bengali language.","Each student better understand  there mother tongue.so i selected bengali language answer should come to me my own language plz ","",""
"zxaQp4a","D4e8Mdj","2026-03-03 13:01:39","532b3bb2300745609f106a910eb01e02","c89f13028db7400fbf01c2143e2f499c","4","Unknown","India","4","📚 to learn","","Mujhe sikhane me help milega","Yes","",""
"1A1MJ7O","LZ0LPVv","2026-03-03 13:11:37","de03e265bfb34001b442c25013fac557","f060b9c11cd74bc6bfe19d48faa0e726","7","Unknown","United States of America","5","📝 to do homework","","W ","He's perfect he is perfect","",""
"Pda8Z0d","ZjJMA50","2026-03-03 18:24:58","ebfe1d9e41214b31bde4ec9775174166","42467edf31a0459d94f4808316cf6151","7","Unknown","India","5","🎯 to prep for a test","","The voice tone was real and conversation was not feeling robotic
","Test paper banate books ke pics se go acha hota ","",""
"Gx2XWzj","VL8r4Wl","2026-03-03 22:23:56","25c68c5a9f864cfe8aa36440846b693f","8c71b22887a24be78343f7c02e179576","6","Unknown","Canada","5","🎯 to prep for a test","","Everything helped, but why does he take so long to respond","
Make the professor talk back faster","",""
"gDRJ8YM","D4eQBq5","2026-03-04 02:12:34","6715a009383d4a28a6d9d59ca6c3cfdc","bcad1cc937eb4e71b10fb6045e769788","8","Any subject","United States of America","3","📝 to do homework","Interrupted a lot of times","","Nothing really","",""
"yPWdJg8","OD0v09g","2026-03-04 04:16:46","c8fbc0f9b4a14c8d8ad7e411980acffe","ffba926f00ad4c03b33678a0af07d2dd","2","Any subject","United States of America","5","📝 to do homework","","He helped me a lot ","Nothing ","",""
"A7Mzzvy","D4zMalp","2026-03-04 15:45:12","e0c2ad8b68764829b6e2a3fa9e933cbb","6b1ce8830675461faa12215e6dce8cb9","7","Unknown","India","4","📚 to learn","","His notes were spot-on!","Nothin' at the moment","","4"
"0QX4DGB","0QMKV6Q","2026-03-04 21:17:14","9a3593f1331a425ca2a707c15b2cfe8d","59fd3a82729841998b1da911491e1523","4","Unknown","United States of America","3","⚡ to get quick help (answer/explanation)","I was trying to send a photo, but it didn’t work. I don’t know if that was a glitch for me or for the actual AI.","","I don’t know maybe just figure out if it’s a bug or not","",""
"ob4gpgN","2ErqkeM","2026-03-04 21:38:39","09ee0a0f61314cfa9c15438737ccaaad","c716f24ec12246ce89ed83cbaca1b939","6","Unknown","United States of America","5","⚡ to get quick help (answer/explanation)","","I got an explanation that made sense","N/a","",""
"D4lYeGN","jaxdXk1","2026-03-05 01:00:47","d0fc7b571e50495e82f7fc443b6e45ab","648e7e63a9674dae8185cb5886a163a2","4","Unknown","United States of America","5","📝 to do homework","","The communication is nice","Keeping the main points such as example, examples and things of such should be kept in the chat","",""
"jaOp5Qx","b5OBQ82","2026-03-05 01:46:28","5fe660c666b54da7a8f0cc476efa2d01","0f54cbeae5934452b5a4c5dda5b0b89b","15","Unknown","United States of America","5","📚 to learn","","I’m trying to learn Korean in a chill, easy way so it helped me. Additionally, he helped study for my NWEA. Thankss","He could be a little less ChatGPT-ish lol. He’s a little too serious. Idk if you ca change that in setting or not ","",""
"lbP58VB","68RJJkP","2026-03-05 03:32:17","784b9fbad0784a81994454abc8dd10ad","ee62143724d34c74bd76359286776204","97","Unknown","United States of America","3","📝 to do homework","His professionalism. Loosen up a bit brrro!!","","Idk ","",""
"XxKyM94","vG4jOK4","2026-03-05 06:54:51","787d0d6a1144431aaf61a8fd863ed0a2","674905881ee74c479b07ce65c5f41b10","3","Any subject","United States of America","5","📚 to learn","","THE AI CALL BRO IT GENUINELY HELPS SM","this is peak it’s perfect like this","",""
"rjxWrrp","zxzjW8R","2026-03-05 07:01:16","56d73eae26b24a24b178b861249666de","f9af426f62354318990bd779aec212bb","1","Unknown","India","4","⚡ to get quick help (answer/explanation)","","Quick and to the form answers, and best is they are conveyed as a convo","Make it a bit more interactive like a real prof using a whiteboard, like more interaction between the student and the tutor, like any live video running in background to explain some topic

Besides, it’s already perfect","",""
"J9NY8K7","Gx05ZPO","2026-03-05 07:10:22","b64d00b0c05242c081f09aea4ec9e575","905405e6552b4ca0821e462800738388","3","Any subject","India","5","⚡ to get quick help (answer/explanation)","","Nothing 
","Nothing ","",""
"ob4QXRX","81GoVXr","2026-03-05 09:10:19","a3e90398c7f24226a5af7a0ba504854a","c65d3a06ca364671835f0c7fb9885314","1","Unknown","India","5","📚 to learn","","Yes really helped ","To cancel my subscription ","",""
"Pdae1L0","QKd2ZWG","2026-03-05 09:59:14","97812940456445e3822452c5af05809a","05912528a8d6411c8295531e21af9314","3","Unknown","India","5","📚 to learn","","What is the sum of 2x ,3z,4x,5z,5y,4z,3x
","What is sum of 2x,3z,3m,3m,3x,2z","",""
"xXe7evE","68RJJkP","2026-03-06 00:21:53","784b9fbad0784a81994454abc8dd10ad","4d9ea971f35a4aed828cf28534bd8552","39","Any subject","United States of America","3","📝 to do homework","Arf ","","Mid","",""
"q42QZvY","vG4MxRd","2026-03-06 00:34:56","b5f580d4becf4c27a7c5cdcd6373ebac","61554be1d8fe4becbc43bc7542fca3ce","5","Any subject","United States of America","5","📝 to do homework","","How he answered clear","A little more specific ","",""
"NpeNA5N","WOPJGLR","2026-03-06 01:48:51","0782e9a4aab24472aab79c552fc1d9f9","b9b6f580d0ba4b4180287796e8ef0f1e","5","Any subject","Canada","5","📝 to do homework","","the way they explained it then wrote it on the whiteboard","explain better","",""
"xXKBNpE","7RDgyv6","2026-03-06 02:01:36","007af2aad51344b6bc0af9e3ae04c42f","a7f625c84c594ef4bd68bdbad87b90f6","17","Unknown","Canada","4","📚 to learn","","Explanation of what everything really meant","Slower answers and walking through everything step by step without scrambling all over the place","",""
"810DRzO","zxZj4DM","2026-03-06 03:08:49","8bfad70c15e34812a68fffd761c0d8d5","2e3f5efba65642f2ae0c94d538477333","5","Unknown","United States of America","5","🎯 to prep for a test","","It really felt like I was talking to a human and helped go in depth with topics I was unsure abt","Not much it was great","",""
"J9N4kLo","Gx05ZPO","2026-03-06 14:54:14","b64d00b0c05242c081f09aea4ec9e575","9da21a7b6add4b329065c61568c6f61b","4","Any subject","India","5","⚡ to get quick help (answer/explanation)","","Explaining 

","Nothing ","",""
"eqd42W0","oboGyzN","2026-03-07 11:03:26","36227fc3a04d4ca6bb5f4bfa33d8daf2","e17735631b8045a1b8efe1762e0e11ec","1","Unknown","United States of America","4","🎯 to prep for a test","","He was helpful","Idk he sounds kinda bored","",""
"Npek1PO","0QLOaGA","2026-03-07 13:09:52","","","","","India","5","😌 to just chill + study","","Good learning app","Very good ","",""
